station,spring_year,spring_doy,tc,te,CA,GDD,pre,longitude,latitude,elevation,slope,northness,DTR,ATR,DL2,DL3,DL4,qq2,qq3,qq4,rrsum10,rrsum11,rrsum12,rrsum1,rrsum2,rrsum3,rrsum4,rrday10,rrday11,rrday12,rrday1,rrday2,rrday3,rrday4,soil10,soil11,soil12,soil1,soil2,soil3,soil4,hu10,hu11,hu12,hu1,hu2,hu3,hu4,Lastfz,fzday,autumn_doy
40,1999,93,5.0,38.0,117.356414100396,6.317825132856612,95.0,10.683,53.95,45,2.202519894,18.43499759999997,15.674193412903223,15.674193412903223,9.724942707950586,11.812147773767428,13.993187544821811,43.642857142857146,85.12903225806451,159.66666666666666,155.1000034,62.3000005,60.40000114,56.20000118,45.9000003,61.7,29.9000005,17.0,7.0,7.0,11.0,9.0,8.0,5.0,111.6,111.6,111.6,111.6,111.6,111.6,96.200005,87.46468164037442,90.57241447970333,89.90300094112175,89.7888244843212,90.22058792103518,84.4615278182562,82.29227556666666,110.0,2.0,301.0
40,2003,107,3.0,36.0,119.31847275892004,5.98785751977162,109.0,10.683,53.95,45,2.202519894,18.43499759999997,18.97516105916129,18.97516105916129,9.724942707950586,11.812147773767428,13.993187544821811,57.5,111.38709677419357,179.93333333333334,96.8000014,89.9000003,25.3000002,54.30000054,7.5,15.0000001,44.8000001,12.0,9.0,6.0,11.0,1.0,3.0,6.0,111.6,111.6,111.6,111.6,111.6,111.6,94.8,86.56641745161289,91.11339,85.57594593548387,88.82352738709677,84.17733210714286,76.99548480645161,68.37116723333334,103.0,11.0,299.0
40,2005,106,15.0,48.0,119.1970481900349,6.385291262134256,105.0,10.683,53.95,45,2.202519894,18.43499759999997,14.61774168312903,14.61774168312903,9.724942707950586,11.812147773767428,13.993187544821811,43.67857142857143,101.19354838709675,178.83333333333334,30.0000002,51.1000018,33.1000004,38.80000014,43.60000044,40.600000140000006,21.3000002,5.0,9.0,7.0,7.0,7.0,4.0,2.0,47.2,93.4,111.6,111.6,111.6,111.6,84.200005,86.7242342834239,90.55831932557636,91.48269739441784,87.04933929032258,86.42097282142858,82.10886222580646,72.27916726666668,111.0,13.0,299.0
50,1993,110,4.0,37.0,117.00818592444465,7.340868452806695,103.0,10.667,53.933,35,2.935570002,161.5650024,13.00225786451613,13.00225786451613,9.72645647222421,11.812306764773592,13.991950594516348,38.75,100.29032258064515,173.4,63.2000004,121.1000006,24.7,84.9,22.6000001,9.00000022,23.3000001,8.0,16.0,5.0,13.0,5.0,1.0,5.0,43.5,111.6,111.6,111.6,111.6,102.8,81.6,82.78398370967743,88.27142772511885,87.21800338709677,81.17006532258064,86.91884425,78.76038541935483,72.73969233333334,101.0,13.0,300.0
50,1999,91,5.0,38.0,117.356414100396,5.97661664840464,95.0,10.667,53.933,35,2.935570002,161.5650024,15.674193412903223,15.674193412903223,9.72645647222421,11.812306764773592,13.991950594516348,43.642857142857146,85.12903225806451,159.66666666666666,155.1000034,62.3000005,60.40000114,56.20000118,45.9000003,61.7,29.9000005,17.0,7.0,7.0,11.0,9.0,8.0,5.0,111.6,111.6,111.6,111.6,111.6,111.6,96.200005,87.46468164037442,90.57241447970333,89.90300094112175,89.7888244843212,90.22058792103518,84.4615278182562,82.29227556666666,110.0,2.0,297.0
50,2003,97,3.0,36.0,119.31847275892004,4.773999515168857,109.0,10.667,53.933,35,2.935570002,161.5650024,18.97516105916129,18.97516105916129,9.72645647222421,11.812306764773592,13.991950594516348,57.5,111.38709677419357,179.93333333333334,96.8000014,89.9000003,25.3000002,54.30000054,7.5,15.0000001,44.8000001,12.0,9.0,6.0,11.0,1.0,3.0,6.0,111.6,111.6,111.6,111.6,111.6,111.6,94.8,86.56641745161289,91.11339,85.57594593548387,88.82352738709677,84.17733210714286,76.99548480645161,68.37116723333334,103.0,11.0,301.0
50,2015,101,33.0,66.0,119.17675209574136,5.065074124468272,110.0,10.667,53.933,35,2.935570002,161.5650024,14.505483710645164,14.505483710645164,9.72645647222421,11.812306764773592,13.991950594516348,47.892857142857146,95.64516129032258,183.76666666666668,48.8000008,27.0000001,174.9000022,98.5000013,15.70000004,67.80000054,15.3000005,7.0,5.0,15.0,11.0,2.0,11.0,4.0,42.7,44.5,111.6,111.6,111.6,111.6,83.700005,87.69562535483871,89.52478875953578,89.78155229032258,88.44796597086248,86.41713220342129,79.6237103548387,73.75666756666666,97.0,5.0,308.0
61,1994,110,4.0,37.0,119.29111167859485,6.535391429981106,106.0,9.9,54.75,4,0.929039001,90.0,16.278064267741936,16.278064267741936,9.65216855351626,11.8045327452007,14.052668128696416,42.21428571428572,88.25806451612904,150.8,58.7000007,44.50000194,122.70000204,65.00000114,37.8000002,92.0000025,18.20000004,8.0,7.0,20.0,11.0,5.0,16.0,4.0,99.0,99.0,99.0,99.0,99.0,99.0,93.0,87.07706570967741,88.31496043333333,90.80456767741936,88.13312938709677,81.63460060714286,84.80686080645162,79.97668576666666,79.0,1.0,296.0
61,1997,97,21.0,54.0,119.2642796630186,5.294903114155992,107.0,9.9,54.75,4,0.929039001,90.0,19.0670964467742,19.0670964467742,9.65216855351626,11.8045327452007,14.052668128696416,43.535714285714285,102.87096774193547,163.2,54.60000044,91.0000006,26.2000004,0.4,65.40000088,43.50000204,21.4,7.0,14.0,5.0,0.0,10.0,5.0,5.0,63.8,99.0,99.0,99.0,99.0,99.0,83.200005,84.74985777419354,87.13786413333334,86.503727,89.25951070967741,84.39941257142857,81.29633661290323,73.65375893333334,97.0,1.0,304.0
61,2000,87,21.0,54.0,119.08477280032297,5.042361016867034,101.0,9.9,54.75,4,0.929039001,90.0,11.56999987580645,11.56999987580645,9.687951271209409,11.878910118882436,14.12451057213528,44.172413793103445,82.19354838709677,152.76666666666668,52.9000001,20.00000024,139.30000104,53.3000013,63.4000007,55.1000004,31.7000002,11.0,3.0,17.0,7.0,12.0,9.0,7.0,99.0,99.0,99.0,99.0,99.0,99.0,90.4,85.70789070967741,88.86016212816041,91.03486029620672,88.04432812903225,88.79870432880772,88.23574099594697,88.31424194600768,52.0,0.0,307.0
66,2003,112,7.0,40.0,119.04225218745928,6.277151608785531,112.0,9.95,54.717,10,0.734493971,71.56500244,17.72999985354839,17.72999985354839,9.655231553967612,11.80485214073464,14.050164122453374,52.92857142857143,109.61290322580643,181.5,116.40000144,82.1000001,28.600000100000003,53.60000298,5.5000001,13.6000001,53.4000002,12.0,11.0,5.0,8.0,1.0,3.0,5.0,99.9,99.9,99.9,99.9,99.9,99.9,95.700005,89.07212553029967,90.57017852475104,85.71831140542459,92.92138446076564,92.2229009561266,87.7753448738976,82.86350500393606,56.0,0.0,278.0
66,2007,102,42.0,75.0,117.50047442225788,5.740241732534432,106.0,9.95,54.717,10,0.734493971,71.56500244,10.522258080645162,10.522258080645162,9.655231553967612,11.80485214073464,14.050164122453374,35.25,116.38709677419357,195.3333333333333,93.7000038,36.20000034,79.4000003,159.7000033,71.3000002,42.2,1.2,15.0,8.0,11.0,20.0,13.0,6.0,0.0,99.9,99.9,99.9,99.9,99.9,99.9,57.9,89.37123674193548,89.46121306666667,90.8519668064516,88.29262754838709,90.63022014631898,88.72944822580646,82.66338116666665,42.0,0.0,296.0
66,2008,110,15.0,48.0,118.8107339099111,7.735701064411367,93.0,9.95,54.717,10,0.734493971,71.56500244,12.38516100967742,12.38516100967742,9.690967126153527,11.879137930962472,14.121911595644065,44.55172413793103,96.64516129032258,165.16666666666666,19.0000005,36.90000014,58.5000013,69.1000009,44.1000003,59.90000108,26.7000002,3.0,5.0,9.0,12.0,7.0,8.0,5.0,99.9,99.9,99.9,99.9,99.9,99.9,90.8,84.35905161290323,85.06123543333334,89.78485935145831,87.43399933106838,84.94593382022113,81.88415187096774,83.36786226666666,87.0,8.0,288.0
68,2000,109,19.0,52.0,119.50630624878303,6.65886705230189,105.0,9.5167,54.75,69,1.038669944,26.565002400000026,11.54161262,11.54161262,9.687951271209409,11.878910118882436,14.12451057213528,43.10344827586207,81.25806451612904,146.26666666666668,102.1000018,35.7000021,182.6000037,73.1000007,80.3000001,75.2000002,37.9000005,15.0,7.0,22.0,10.0,16.0,10.0,6.0,90.6,90.6,90.6,90.6,90.6,90.6,83.200005,84.887225,88.00663556666667,90.35340902181164,87.70727479290586,88.17236027586206,87.02255103225806,81.86989463333333,52.0,0.0,301.0
68,2003,107,3.0,36.0,119.01478367019403,5.801792700539888,111.0,9.5167,54.75,69,1.038669944,26.565002400000026,17.883548114516127,17.883548114516127,9.65216855351626,11.8045327452007,14.052668128696416,51.21428571428572,108.12903225806453,179.16666666666666,133.0000015,99.5000021,38.90000008,67.40000069999999,8.0,23.7000008,62.7000003,14.0,11.0,5.0,11.0,1.0,5.0,4.0,90.6,90.6,90.6,90.6,90.6,90.6,88.700005,86.612867,89.65635671784821,85.15974963900052,91.25502032796943,89.40522409689217,80.59643825806452,71.93683386666666,99.0,0.0,276.0
68,2010,105,13.0,46.0,119.1592759854137,4.975740776938351,117.0,9.5167,54.75,69,1.038669944,26.565002400000026,22.348386711612903,22.348386711612903,9.65216855351626,11.8045327452007,14.052668128696416,35.82142857142857,96.6774193548387,179.96666666666667,100.2000016,154.80000154,87.00000044,49.30000134,63.2000003,66.90000244,45.1,12.0,20.0,11.0,7.0,13.0,5.0,7.0,79.4,90.6,90.6,90.6,90.6,90.6,72.4,83.14073580645162,89.94880622889228,91.79266425156356,89.51131256776843,90.74698828172777,85.80870447861886,76.7184272,68.0,7.0,270.0
68,2011,98,10.0,43.0,118.8043880329023,5.500112927497686,104.0,9.5167,54.75,69,1.038669944,26.565002400000026,15.47516107064516,15.47516107064516,9.65216855351626,11.8045327452007,14.052668128696416,40.142857142857146,101.80645161290325,191.36666666666667,80.5000019,121.5000017,42.70000008,44.0000005,57.6000013,28.5000004,8.3000005,9.0,13.0,8.0,9.0,7.0,6.0,1.0,90.6,90.6,90.6,90.6,90.6,90.6,55.5,86.86340167741936,89.64652465864793,91.59564997919908,92.42254515709688,80.71606778128964,82.96445509677419,73.51840256666668,86.0,7.0,268.0
94,1993,102,5.0,38.0,116.7850666849554,6.78185453297026,99.0,10.633,53.483,9,1.313740015,45.0,13.08064490967742,13.08064490967742,9.766051478037626,11.816474126995388,13.95960092886667,40.60714285714285,103.12903225806453,173.8,85.6000012,99.800001,36.8,100.7000006,24.00000014,17.9000003,26.700001,8.0,15.0,4.0,13.0,4.0,4.0,4.0,44.3,104.700005,104.700005,104.700005,104.700005,102.3,80.0,84.22011754406219,88.27745853713034,87.7942660967742,81.77199206115144,87.44792571175726,76.22526367741935,67.49400086666667,101.0,12.0,281.0
94,2002,99,28.0,61.0,110.7748817193214,7.259485564461729,103.0,10.633,53.483,9,1.313740015,45.0,14.86709657064516,14.86709657064516,9.766051478037626,11.816474126995388,13.95960092886667,54.5,94.96774193548389,143.13333333333333,41.6,58.70000068,70.4000013,67.7000008,125.3000001,55.1000003,51.6000004,9.0,11.0,10.0,9.0,16.0,10.0,9.0,104.700005,104.700005,104.700005,104.700005,104.700005,103.8,99.4,88.85402665592876,89.71804478867904,91.20858758179364,88.87121707314296,81.716771,80.8188275483871,76.615606480032,99.0,5.0,299.0
94,2006,119,28.0,61.0,119.31463461989136,6.827602449049399,116.0,10.633,53.483,9,1.313740015,45.0,24.823870769677416,24.823870769677416,9.766051478037626,11.816474126995388,13.95960092886667,38.392857142857146,85.61290322580645,129.6,42.500001,32.2000008,49.90000044,21.6000007,43.2,74.800002,63.70000104,4.0,5.0,8.0,4.0,7.0,9.0,10.0,43.4,74.9,104.700005,104.700005,104.700005,104.700005,104.700005,85.44675793548386,90.33315538200712,91.2904215658667,88.67458550067552,87.28588330076226,82.66301177419355,79.6482392,83.0,19.0,300.0
94,2011,102,11.0,44.0,117.71209004558864,7.57903363929867,96.0,10.633,53.483,9,1.313740015,45.0,15.05935451870968,15.05935451870968,9.766051478037626,11.816474126995388,13.95960092886667,47.892857142857146,112.03225806451611,193.3,24.60000054,73.6000013,41.00000064,42.3000002,59.5000031,13.3000006,8.6,7.0,8.0,8.0,7.0,4.0,2.0,1.0,99.4,104.700005,104.700005,104.700005,104.700005,104.700005,66.4,83.68645296774193,88.69697706666666,90.90357509285096,90.37067963523648,77.39089364285714,77.3386866451613,64.8066674,87.0,9.0,289.0
94,2015,104,34.0,67.0,119.22779024647672,5.861134368303315,106.0,10.633,53.483,9,1.313740015,45.0,15.06387076129032,15.06387076129032,9.766051478037626,11.816474126995388,13.95960092886667,52.17857142857143,97.64516129032258,184.5,48.900001,11.800000099999998,101.8000011,89.1000004,14.70000018,65.1000014,23.7,8.0,3.0,13.0,12.0,3.0,8.0,5.0,39.600002,42.600002,104.700005,104.700005,104.700005,104.700005,76.8,88.47872042678877,91.12370444936616,90.45736712069854,88.74306519948055,87.1010409409964,78.32084751612904,72.27633403333333,82.0,3.0,298.0
103,2009,103,18.0,51.0,119.4730738380994,6.986555487246927,101.0,10.7,53.617,32,2.823519945,9.462320328,18.700644873548388,18.700644873548388,9.75435573216104,11.815241404769411,13.9691555220651,36.892857142857146,82.64516129032258,213.06666666666663,78.400002,36.00000022,29.7000002,22.5000005,44.70000174,58.6000007,11.2,8.0,4.0,5.0,5.0,7.0,7.0,2.0,74.9,105.8,106.5,106.5,106.5,106.5,64.5,87.79765029032258,88.87601572719002,91.20123602994803,88.46783834393892,89.37233469017438,84.55504961290322,69.19600073333332,89.0,5.0,310.0
103,2010,109,16.0,49.0,119.14068183697508,6.303746158339248,108.0,10.7,53.617,32,2.823519945,9.462320328,24.862257649258066,24.862257649258066,9.75435573216104,11.815241404769411,13.9691555220651,36.71428571428572,97.74193548387096,179.9,74.40000049999999,105.1000011,51.70000044,43.4000001,44.20000118,66.2000005,21.1000001,12.0,14.0,8.0,9.0,7.0,9.0,5.0,56.2,106.5,106.5,106.5,106.5,106.5,73.4,86.30625092030523,88.45396737821267,91.88184787983435,89.13202476466542,86.93106753571429,80.79457258064517,71.54883403333334,70.0,9.0,308.0
118,1992,104,10.0,43.0,118.87831338180952,6.699376035215865,101.0,8.9667,54.617,14,1.354159951,149.0359955,14.758709374193549,14.758709374193549,9.7000738576334,11.879826368080922,14.114064082975665,39.3448275862069,81.3225806451613,133.4,70.3000011,100.50000154,56.0000012,25.80000094,33.1000004,62.4000008,53.2000006,8.0,13.0,8.0,4.0,5.0,10.0,10.0,61.5,65.6,65.6,65.6,65.6,65.6,65.6,84.90774525806452,89.59567273807639,89.20545032258063,88.82205680645161,89.51061886487797,83.84641748387097,82.1410426,112.0,3.0,296.0
118,1998,99,8.0,41.0,119.12963961838956,7.363141986951268,89.0,8.9667,54.617,14,1.354159951,149.0359955,11.841290087096771,11.841290087096771,9.664480600104662,11.805817178570278,14.04260327569019,36.46428571428572,96.74193548387096,121.16666666666669,98.2000005,31.2000002,77.50000010000001,98.3000018,32.7000003,64.8000006,94.7000011,9.0,6.0,10.0,13.0,7.0,8.0,14.0,64.3,65.6,65.6,65.6,65.6,65.6,65.6,81.77664316129032,86.15173683333335,88.74248483870967,87.17176693548387,89.10769885714285,80.60042977419354,85.13893346666667,83.0,7.0,282.0
118,2003,107,2.0,35.0,119.1120086976648,5.839973190258951,110.0,8.9667,54.617,14,1.354159951,149.0359955,17.771612637419356,17.771612637419356,9.664480600104662,11.805817178570278,14.04260327569019,52.57142857142857,108.51612903225806,180.13333333333333,125.60000224,93.20000424,43.7000003,52.50000014,12.1000004,22.8,44.60000014,13.0,9.0,6.0,9.0,2.0,5.0,4.0,65.6,65.6,65.6,65.6,65.6,65.6,56.7,88.1594611405994,92.28134185715396,86.88429089847341,93.12116872297528,91.0836335646029,82.35441993548386,70.2375006,99.0,6.0,293.0
118,2012,105,16.0,49.0,118.73489198545296,5.710641474702717,111.0,8.9667,54.617,14,1.354159951,149.0359955,13.249677041935485,13.249677041935485,9.7000738576334,11.879826368080922,14.114064082975665,47.310344827586206,100.48387096774194,147.13333333333333,76.3000004,13.0,113.60000244,100.00000144,22.2000004,12.8000001,53.10000102,9.0,4.0,18.0,15.0,4.0,1.0,9.0,65.6,64.0,65.6,65.6,65.6,61.2,48.7,85.38054835483871,91.16321003479068,89.23565069505896,89.12590176994391,88.62171181037793,87.42460029958465,79.8112905,99.0,0.0,282.0
118,2014,97,21.0,54.0,119.43098754339525,6.313005855308067,97.0,8.9667,54.617,14,1.354159951,149.0359955,17.394515878064517,17.394515878064517,9.664480600104662,11.805817178570278,14.04260327569019,49.285714285714285,105.38709677419357,164.7,103.1000004,90.6000004,93.2000002,78.0000016,56.1000007,24.7,48.0000003,12.0,9.0,12.0,11.0,11.0,5.0,6.0,65.6,65.6,65.6,65.6,65.6,51.7,48.600002,87.52035247259899,90.73525464690265,90.86704642299564,89.48181651737664,87.8565166407564,85.81746636450661,81.84914139283872,84.0,1.0,294.0
124,2000,111,18.0,51.0,119.01420261018085,7.218765407995114,104.0,9.1333,54.667,14,1.313740015,135.0,11.411935307741937,11.411935307741937,9.695526532726658,11.879482506241938,14.11798255729581,44.10344827586207,81.19354838709677,147.33333333333334,93.1000003,40.10000038,179.1000045,65.7000012,69.10000144,79.00000064,38.0000003,12.0,5.0,19.0,10.0,14.0,13.0,6.0,72.5,72.5,72.5,72.5,72.5,72.5,62.600002,86.24960574193548,89.75452257948585,91.59257286220212,90.68069024450914,88.67722520475428,87.5086529332718,82.0811155575433,65.0,1.0,281.0
124,2010,109,16.0,49.0,119.0555438805092,5.6265622293949615,115.0,9.1333,54.667,14,1.313740015,135.0,22.425161053548383,22.425161053548383,9.659862221052224,11.805335189802443,14.04637862748038,36.57142857142857,97.35483870967742,180.2,95.10000184,170.2000004,87.6000021,43.20000074,57.70000044,42.5,50.4000004,10.0,20.0,11.0,5.0,9.0,6.0,8.0,71.8,72.5,72.5,72.5,72.5,72.5,52.100002,83.95705670967742,89.96332793333333,92.2125149094382,89.40651767530782,90.66119933557084,86.76124788543069,76.65950033333334,110.0,6.0,274.0
124,2012,89,16.0,49.0,118.85541253229415,4.570716506886763,110.0,9.1333,54.667,14,1.313740015,135.0,13.300644952903223,13.300644952903223,9.695526532726658,11.879482506241938,14.11798255729581,46.55172413793103,100.12903225806453,146.2,80.3000002,16.0,131.9000031,108.60000138,33.00000044,13.2,48.9000001,10.0,4.0,19.0,14.0,4.0,2.0,8.0,72.5,71.200005,72.5,72.5,72.5,68.9,57.0,85.6799634516129,91.17536646761184,89.27616193548387,88.50366860926023,87.7803313826996,86.11616737938678,79.15566746666667,99.0,0.0,279.0
124,2015,125,33.0,66.0,119.59467034738262,8.52206222046599,110.0,9.1333,54.667,14,1.313740015,135.0,13.440967534838707,13.440967534838707,9.659862221052224,11.805335189802443,14.04637862748038,42.85714285714285,94.87096774193547,179.4,104.00000344,26.6000005,192.9000022,133.6000014,38.30000024,83.1000003,22.5000005,11.0,4.0,18.0,17.0,5.0,11.0,6.0,72.5,72.5,72.5,72.5,72.5,72.5,47.5,89.65060022580646,90.34796681975354,90.40494031918377,90.71485225214369,89.2616074351491,84.09546719354839,77.43566773333333,81.0,2.0,283.0
140,2005,109,15.0,48.0,119.23922330871363,6.679152636174092,106.0,8.9167,54.217,0,1.642019987,8.130004900000017,13.89903222483871,13.89903222483871,9.700992255096802,11.809635481663191,14.012759997344885,44.642857142857146,99.41935483870968,178.26666666666668,60.9000002,81.50000039999999,65.8000006,56.80000094,47.0000022,42.60000054,50.100000300000005,8.0,12.0,10.0,9.0,8.0,7.0,8.0,75.9,75.9,75.9,75.9,75.9,75.9,56.8,88.31037242181301,89.77524188711614,92.64393920654793,90.14715187380251,88.36452367601247,86.42355299343417,77.64466806666665,79.0,11.0,290.0
140,2010,106,19.0,52.0,118.97279762541424,5.486918613359941,114.0,8.9167,54.217,0,1.642019987,8.130004900000017,22.791289970645163,22.791289970645163,9.700992255096802,11.809635481663191,14.012759997344885,35.82142857142857,97.83870967741936,182.13333333333333,49.5000007,124.90000228,74.8000003,20.2000005,50.3000002,35.00000008,28.6000003,8.0,18.0,10.0,5.0,9.0,6.0,5.0,75.9,75.9,75.9,75.9,75.9,75.9,51.0,84.14466412903225,90.93376417322352,92.21946329081982,89.90509028423139,91.05771693779774,87.28413420820642,78.08833406666666,68.0,6.0,299.0
144,2000,112,19.0,52.0,119.33573393789533,7.634100642127402,102.0,11.083,54.233,-1,1.642019987,171.8699951,12.622257787096776,12.622257787096776,9.73460077235746,11.882443790363167,14.084317038777082,46.172413793103445,79.83870967741936,158.56666666666666,39.50000164,20.9,130.50000169999998,45.7000005,63.60000008,52.4000015,45.800001,9.0,3.0,15.0,9.0,11.0,11.0,4.0,27.300001,39.2,109.9,109.9,109.9,109.9,93.1,82.78277096774193,85.79998430690658,87.9354645483871,85.21750009677419,85.7953673448276,85.60230503225806,82.80608233333334,52.0,0.0,309.0
144,2006,120,32.0,65.0,119.63512320505085,5.9054888425881815,122.0,11.083,54.233,-1,1.642019987,171.8699951,22.531289990967743,22.531289990967743,9.699546445841603,11.80948401672008,14.01394162027859,38.25,88.54838709677419,137.1,43.6000013,18.0,76.4000013,18.30000034,38.4000005,45.0000013,50.5000015,4.0,3.0,12.0,3.0,7.0,6.0,10.0,28.300001,59.100002,104.6,105.9,109.9,109.9,109.9,83.99280303225807,86.82153846666667,89.28614158064516,88.92467944581534,88.55694521428572,84.48771273472138,85.00524676666667,83.0,14.0,310.0
