station,spring_year,spring_doy,tc,te,CA,GDD,pre,longitude,latitude,elevation,slope,northness,DTR,ATR,DL2,DL3,DL4,qq2,qq3,qq4,rrsum10,rrsum11,rrsum12,rrsum1,rrsum2,rrsum3,rrsum4,rrday10,rrday11,rrday12,rrday1,rrday2,rrday3,rrday4,soil10,soil11,soil12,soil1,soil2,soil3,soil4,hu10,hu11,hu12,hu1,hu2,hu3,hu4,Lastfz,fzday,autumn_doy
40,1997,102,13.0,26.0,98.13095592435025,2.7629194868458136,106.0,10.683,53.95,45,2.202519894,18.43499759999997,20.02870939483871,20.02870939483871,9.724942707950586,11.812147773767428,13.993187544821811,45.92857142857143,100.61290322580643,159.06666666666666,51.0000004,100.000001,26.6000001,2.8,80.10000064,41.10000034,35.7000003,7.0,16.0,4.0,0.0,12.0,3.0,4.0,42.3,95.0,97.3,98.1,111.6,111.5,91.5,87.21552158079342,89.1086703,87.58524575126096,88.34277193548388,81.84226782142856,79.62651429032258,70.21347193333332,116.0,8.0,277.0
40,2001,115,25.0,38.0,98.20391134768644,2.623422415744374,120.0,10.683,53.95,45,2.202519894,18.43499759999997,17.212580471290323,17.212580471290323,9.724942707950586,11.812147773767428,13.993187544821811,49.0,87.58064516129032,134.43333333333334,56.00000074,28.6000002,40.9000005,29.10000022,54.5000008,56.2000002,59.900001,9.0,5.0,7.0,5.0,11.0,9.0,12.0,35.4,55.4,92.5,111.6,111.6,111.6,111.6,88.93692851955656,88.1858922,88.87084655103692,92.11049848772046,85.64574021444984,83.6595294516129,81.42669223333334,104.0,14.0,246.0
40,2003,110,3.0,16.0,97.73779133421152,2.787401790976164,112.0,10.683,53.95,45,2.202519894,18.43499759999997,18.97516105916129,18.97516105916129,9.724942707950586,11.812147773767428,13.993187544821811,57.5,111.38709677419357,179.93333333333334,96.8000014,89.9000003,25.3000002,54.30000054,7.5,15.0000001,44.8000001,12.0,9.0,6.0,11.0,1.0,3.0,6.0,111.6,111.6,111.6,111.6,111.6,111.6,94.8,86.56641745161289,91.11339,85.57594593548387,88.82352738709677,84.17733210714286,76.99548480645161,68.37116723333334,103.0,11.0,252.0
40,2009,99,19.0,32.0,97.51001478892692,2.386354765939097,105.0,10.683,53.95,45,2.202519894,18.43499759999997,18.180322321935485,18.180322321935485,9.724942707950586,11.812147773767428,13.993187544821811,37.07142857142857,82.87096774193549,211.8333333333333,74.6000001,40.5000009,31.8000006,21.9000004,48.8000002,51.60000034,5.3,9.0,8.0,5.0,5.0,5.0,8.0,1.0,68.5,99.200005,111.6,111.6,111.6,111.6,69.5,87.76282571244104,88.85540659447997,91.8320619032258,89.0481342612621,90.3852915547005,85.51658751612904,73.3418894,89.0,5.0,288.0
50,1994,110,4.0,17.0,98.23927907466528,2.999911574502105,107.0,10.667,53.933,35,2.935570002,161.5650024,17.76677400967742,17.76677400967742,9.72645647222421,11.812306764773592,13.991950594516348,44.35714285714285,87.16129032258064,156.93333333333334,67.7000003,29.6000001,127.1000012,90.60000084,27.9000004,108.8000008,64.30000100000001,7.0,5.0,17.0,13.0,5.0,14.0,6.0,111.6,111.6,111.6,111.6,111.6,111.6,107.8,86.4612210967742,90.04520914736844,91.50301404707804,87.39139090322581,80.46599010714286,83.04052930392972,75.77143906666667,81.0,2.0,275.0
50,2001,118,25.0,38.0,98.20391134768644,2.787224082824228,120.0,10.667,53.933,35,2.935570002,161.5650024,17.212580471290323,17.212580471290323,9.72645647222421,11.812306764773592,13.991950594516348,49.0,87.58064516129032,134.43333333333334,56.00000074,28.6000002,40.9000005,29.10000022,54.5000008,56.2000002,59.900001,9.0,5.0,7.0,5.0,11.0,9.0,12.0,35.4,55.4,92.5,111.6,111.6,111.6,111.6,88.93692851955656,88.1858922,88.87084655103692,92.11049848772046,85.64574021444984,83.6595294516129,81.42669223333334,104.0,14.0,284.0
50,2006,119,27.0,40.0,98.24012740261372,2.6389737052535844,123.0,10.667,53.933,35,2.935570002,161.5650024,23.51193513451613,23.51193513451613,9.72645647222421,11.812306764773592,13.991950594516348,38.25,85.25806451612904,131.2,42.50000034,26.20000004,71.0000011,19.50000034,38.4000003,61.7000001,56.50000004,4.0,5.0,13.0,3.0,8.0,9.0,12.0,34.600002,65.700005,111.6,111.6,111.6,111.6,111.6,87.18268474193549,90.4884487,91.638300696793,89.31358301368819,88.95198232532766,84.40987370967741,82.75957526666666,83.0,19.0,288.0
50,2008,105,14.0,27.0,97.48910525001612,3.1811156893200616,98.0,10.667,53.933,35,2.935570002,161.5650024,13.550322349677424,13.550322349677424,9.761097881918325,11.884460421231513,14.061494608386509,48.03448275862069,95.41935483870968,153.3,49.1,45.50000084,80.3000021,67.8000002,35.1,68.1000004,46.80000054,4.0,10.0,7.0,10.0,4.0,11.0,8.0,108.6,111.6,111.6,111.6,111.6,111.6,104.8,85.17211361290322,86.742393,89.29499022944508,86.14962364516128,82.81658392072633,80.4083875483871,80.67633470000001,101.0,6.0,286.0
61,1996,117,17.0,30.0,98.155776231463,2.459586118704898,126.0,9.9,54.75,4,0.929039001,90.0,16.82193515483871,16.82193515483871,9.687951271209409,11.878910118882436,14.12451057213528,40.62068965517241,95.38709677419357,180.36666666666667,23.00000004,13.8000001,37.800001,1.6,26.4000002,7.2000002,15.6,4.0,1.0,2.0,0.0,6.0,2.0,2.0,72.3,90.700005,92.3,93.0,93.0,99.0,99.0,80.78719970967741,80.1218346,82.05019235483871,84.76448051612903,81.13626068965517,80.3995510967742,70.00900043333333,94.0,14.0,277.0
66,1999,105,12.0,25.0,97.1669856650837,2.912540586546427,107.0,9.95,54.717,10,0.734493971,71.56500244,14.994193324741934,14.994193324741934,9.655231553967612,11.80485214073464,14.050164122453374,44.642857142857146,81.74193548387096,162.03333333333333,127.60000234,68.1000002,50.7000018,84.2000003,56.90000034,82.40000119999999,21.40000014,20.0,7.0,7.0,14.0,11.0,11.0,4.0,99.9,99.9,99.9,99.9,99.9,99.9,90.200005,83.11486487096774,87.7936369,87.92199528561713,88.60164177419355,89.60510146428571,83.99482358064516,82.80811373333333,46.0,0.0,275.0
66,2002,105,30.0,43.0,93.83848071800078,2.861949393565624,113.0,9.95,54.717,10,0.734493971,71.56500244,13.922257889677418,13.922257889677418,9.655231553967612,11.80485214073464,14.050164122453374,50.60714285714285,100.51612903225806,146.36666666666667,47.7000004,50.9000002,52.4000013,78.8000004,105.9000008,34.6000004,36.50000024,9.0,8.0,8.0,11.0,17.0,5.0,4.0,99.9,99.9,99.9,99.9,99.9,99.9,94.3,90.4859968357379,88.25333260029255,91.0147760044412,91.1419616680796,87.17170732142857,85.69552236282998,87.95549892788476,84.0,2.0,293.0
66,2007,96,46.0,59.0,98.12102457501466,1.9573297556276577,111.0,9.95,54.717,10,0.734493971,71.56500244,10.522258080645162,10.522258080645162,9.655231553967612,11.80485214073464,14.050164122453374,35.25,116.38709677419357,195.3333333333333,93.7000038,36.20000034,79.4000003,159.7000033,71.3000002,42.2,1.2,15.0,8.0,11.0,20.0,13.0,6.0,0.0,99.9,99.9,99.9,99.9,99.9,99.9,57.9,89.37123674193548,89.46121306666667,90.8519668064516,88.29262754838709,90.63022014631898,88.72944822580646,82.66338116666665,42.0,0.0,299.0
66,2008,92,18.0,31.0,97.38256711350962,2.493273889881583,105.0,9.95,54.717,10,0.734493971,71.56500244,12.38516100967742,12.38516100967742,9.690967126153527,11.879137930962472,14.121911595644065,44.55172413793103,96.64516129032258,165.16666666666666,19.0000005,36.90000014,58.5000013,69.1000009,44.1000003,59.90000108,26.7000002,3.0,5.0,9.0,12.0,7.0,8.0,5.0,99.9,99.9,99.9,99.9,99.9,99.9,90.8,84.35905161290323,85.06123543333334,89.78485935145831,87.43399933106838,84.94593382022113,81.88415187096774,83.36786226666666,87.0,8.0,298.0
68,1997,106,24.0,37.0,97.51500835961292,2.4803466742563454,118.0,9.5167,54.75,69,1.038669944,26.565002400000026,18.95967716,18.95967716,9.65216855351626,11.8045327452007,14.052668128696416,41.21428571428572,98.96774193548389,160.43333333333334,64.3,113.80000034,45.5000001,0.0,95.5000026,52.8000003,34.6,9.0,14.0,5.0,0.0,12.0,7.0,4.0,62.600002,90.6,90.6,90.6,90.6,90.6,75.6,86.3397020616988,89.14547726666666,87.84795948296855,89.83643429510826,85.86014877880221,81.28251012903226,73.75045623333334,97.0,1.0,285.0
68,2000,109,19.0,32.0,97.552439248713,2.850545944582235,111.0,9.5167,54.75,69,1.038669944,26.565002400000026,11.54161262,11.54161262,9.687951271209409,11.878910118882436,14.12451057213528,43.10344827586207,81.25806451612904,146.26666666666668,102.1000018,35.7000021,182.6000037,73.1000007,80.3000001,75.2000002,37.9000005,15.0,7.0,22.0,10.0,16.0,10.0,6.0,90.6,90.6,90.6,90.6,90.6,90.6,83.200005,84.887225,88.00663556666667,90.35340902181164,87.70727479290586,88.17236027586206,87.02255103225806,81.86989463333333,52.0,0.0,297.0
68,2008,101,15.0,28.0,97.38611716758444,2.780419616759568,105.0,9.5167,54.75,69,1.038669944,26.565002400000026,12.758064232258064,12.758064232258064,9.687951271209409,11.878910118882436,14.12451057213528,44.58620689655172,94.5483870967742,165.86666666666667,27.20000144,64.4,81.60000029999999,95.20000034,61.600001,94.30000274,32.60000054,4.0,10.0,10.0,13.0,9.0,12.0,5.0,90.6,90.6,90.6,90.6,90.6,90.6,79.5,83.42704870341593,85.4529381,90.0351900790326,87.81524786264092,85.44197651724137,82.89216661290322,80.7220476,98.0,9.0,267.0
94,1994,111,5.0,18.0,97.7448893071445,3.1963875229954337,105.0,10.633,53.483,9,1.313740015,45.0,18.33967720645161,18.33967720645161,9.766051478037626,11.816474126995388,13.95960092886667,47.96428571428572,88.70967741935483,158.56666666666666,42.1,32.9000011,139.30000184,122.4000014,20.6000005,114.8000004,61.5,6.0,5.0,17.0,16.0,5.0,17.0,5.0,104.700005,104.700005,104.700005,104.700005,104.700005,104.700005,101.8,85.65269770967741,90.67754440441644,90.82432616318208,88.82457877697082,80.24978696428572,83.11843667290377,75.4753343,81.0,1.0,287.0
94,1998,95,12.0,25.0,97.6604562147284,3.207858416829,90.0,10.633,53.483,9,1.313740015,45.0,12.405161048387097,12.405161048387097,9.766051478037626,11.816474126995388,13.95960092886667,42.35714285714285,99.80645161290325,119.16666666666669,36.8000002,58.00000014,52.1000003,78.00000018,24.2000003,63.70000128,87.0000014,8.0,5.0,8.0,11.0,5.0,7.0,14.0,40.5,65.4,104.700005,104.700005,104.700005,104.700005,104.700005,79.77645219354838,85.16724656666666,86.00859977419354,83.56801480645161,79.05665264285713,75.1987729032258,79.69676283333334,85.0,8.0,298.0
94,2003,110,6.0,19.0,98.157072631733,3.0056918646686435,109.0,10.633,53.483,9,1.313740015,45.0,19.24645135870968,19.24645135870968,9.766051478037626,11.816474126995388,13.95960092886667,60.71428571428572,112.38709677419357,178.8,103.5000002,83.6000013,24.6000001,59.60000134,5.6,23.4000001,43.6000015,10.0,9.0,5.0,11.0,1.0,3.0,7.0,104.700005,104.700005,104.700005,104.700005,104.700005,104.700005,86.9,88.21108844581153,93.27302949616475,88.28332030582216,92.3481364151295,86.44486866094793,81.09367008021535,67.83749086666667,99.0,6.0,291.0
94,2005,106,18.0,31.0,97.3650258511512,2.937183578686425,106.0,10.633,53.483,9,1.313740015,45.0,14.694838547096772,14.694838547096772,9.766051478037626,11.816474126995388,13.95960092886667,45.142857142857146,100.0,176.96666666666667,29.1000006,72.9000017,34.50000044,59.4000011,47.90000134,45.400001,23.7000001,5.0,11.0,7.0,8.0,6.0,8.0,4.0,36.0,88.5,104.700005,104.700005,104.700005,104.700005,76.0,82.91387261290322,88.55161436666667,89.474585887529,83.92177429032257,84.39335675,78.07564506451614,67.2038342,111.0,12.0,295.0
94,2006,111,29.0,42.0,97.71751326837192,2.246070860381049,121.0,10.633,53.483,9,1.313740015,45.0,24.823870769677416,24.823870769677416,9.766051478037626,11.816474126995388,13.95960092886667,38.392857142857146,85.61290322580645,129.6,42.500001,32.2000008,49.90000044,21.6000007,43.2,74.800002,63.70000104,4.0,5.0,8.0,4.0,7.0,9.0,10.0,43.4,74.9,104.700005,104.700005,104.700005,104.700005,104.700005,85.44675793548386,90.33315538200712,91.2904215658667,88.67458550067552,87.28588330076226,82.66301177419355,79.6482392,83.0,19.0,302.0
118,1997,110,21.0,34.0,97.88212055423271,2.601460801089568,117.0,8.9667,54.617,14,1.354159951,149.0359955,19.179032006903228,19.179032006903228,9.664480600104662,11.805817178570278,14.04260327569019,42.5,99.5483870967742,162.23333333333332,58.0000015,104.5000007,50.50000004,0.0,69.6000015,44.80000004,29.5000004,9.0,15.0,6.0,0.0,12.0,6.0,4.0,56.8,65.6,65.6,65.6,65.6,65.6,48.7,86.61282170967742,89.47675393333334,89.23517068512153,91.2521125140796,88.26199489285715,84.60011029032258,76.70604456666666,110.0,3.0,288.0
118,2006,117,31.0,44.0,97.85383701752224,2.361731440244891,124.0,8.9667,54.617,14,1.354159951,149.0359955,20.727419138838712,20.727419138838712,9.664480600104662,11.805817178570278,14.04260327569019,37.60714285714285,88.93548387096774,138.63333333333333,78.1000011,74.4000003,66.70000058,20.70000034,46.70000034,46.000000400000005,56.800001,7.0,9.0,11.0,4.0,8.0,8.0,10.0,65.6,65.6,65.6,65.6,65.6,65.6,65.6,87.42167941935485,90.51160033869944,92.00008519060424,91.39571844831649,89.47623864036326,85.71384610271527,86.74029027115829,83.0,22.0,282.0
118,2011,110,14.0,27.0,97.91801196260135,3.0001347536998986,110.0,8.9667,54.617,14,1.354159951,149.0359955,15.27419337096774,15.27419337096774,9.664480600104662,11.805817178570278,14.04260327569019,40.32142857142857,102.09677419354838,192.86666666666667,76.1000016,108.00000124,43.2000003,44.3000002,27.5000005,17.9000002,10.40000014,12.0,12.0,7.0,9.0,6.0,4.0,1.0,65.6,65.6,65.6,65.6,65.6,65.6,27.1,86.59818483870967,90.1886855,91.61748239034158,92.87548100723004,82.98774903553972,84.68286474193549,74.93233000000001,86.0,7.0,286.0
124,1996,125,16.0,29.0,97.3675893077924,2.9660812615293275,125.0,9.1333,54.667,14,1.313740015,135.0,16.844193181612905,16.844193181612905,9.695526532726658,11.879482506241938,14.11798255729581,40.310344827586206,95.09677419354838,180.13333333333333,38.5000003,28.30000004,38.0000002,2.2,44.7000007,10.6,4.00000004,9.0,7.0,3.0,0.0,7.0,2.0,0.0,72.5,72.5,72.5,72.5,72.5,72.5,72.5,86.19923096774194,85.65831476666668,87.80804903225807,88.47963812048386,86.24549803787282,83.90518032258065,71.00583396666667,106.0,15.0,273.0
124,1999,114,9.0,22.0,96.66637557781988,3.378958531016506,108.0,9.1333,54.667,14,1.313740015,135.0,14.91129002903226,14.91129002903226,9.659862221052224,11.805335189802443,14.04637862748038,44.21428571428572,84.51612903225806,162.83333333333334,172.6000027,80.9000004,61.1000022,104.6000036,71.50000054,83.70000110000001,37.30000004,23.0,11.0,9.0,16.0,13.0,11.0,6.0,72.5,72.5,72.5,72.5,72.5,72.5,59.9,83.41342032258065,88.91903843333333,89.12613604632531,90.28962225806453,89.72593791476667,84.64722193548387,80.21423763333334,56.0,0.0,293.0
124,2004,112,7.0,20.0,98.168933761283,3.265611871679885,107.0,9.1333,54.667,14,1.313740015,135.0,15.263548076129034,15.263548076129034,9.695526532726658,11.879482506241938,14.11798255729581,49.27586206896552,97.25806451612904,165.56666666666666,97.0000014,47.8000018,78.4000015,97.6000004,86.400002,37.50000114,31.2000002,11.0,11.0,7.0,12.0,8.0,5.0,6.0,58.9,72.5,72.5,72.5,72.5,72.5,55.4,86.0387693548387,91.11945711938982,89.57274388830403,90.87094958321406,88.08960316767228,84.12211493157415,79.91461543333334,87.0,9.0,296.0
124,2005,120,17.0,30.0,97.87085041363856,3.22143693584906,116.0,9.1333,54.667,14,1.313740015,135.0,13.855806285483872,13.855806285483872,9.659862221052224,11.805335189802443,14.04637862748038,42.785714285714285,100.7741935483871,176.86666666666667,94.1000011,75.6000006,87.3000013,73.20000044,57.6000004,57.40000134,49.3,13.0,11.0,11.0,13.0,7.0,8.0,9.0,72.5,72.5,72.5,72.5,72.5,72.5,56.8,87.40103759353684,89.21976822382969,91.66064949179189,88.5838515563061,86.39677451483215,84.71049098070185,74.6911493,79.0,13.0,288.0
124,2012,100,19.0,32.0,97.38128497110782,2.221088505315283,116.0,9.1333,54.667,14,1.313740015,135.0,13.300644952903223,13.300644952903223,9.695526532726658,11.879482506241938,14.11798255729581,46.55172413793103,100.12903225806453,146.2,80.3000002,16.0,131.9000031,108.60000138,33.00000044,13.2,48.9000001,10.0,4.0,19.0,14.0,4.0,2.0,8.0,72.5,71.200005,72.5,72.5,72.5,68.9,57.0,85.6799634516129,91.17536646761184,89.27616193548387,88.50366860926023,87.7803313826996,86.11616737938678,79.15566746666667,99.0,0.0,298.0
144,2008,104,21.0,34.0,97.55341328278595,2.901841201386008,105.0,11.083,54.233,-1,1.642019987,171.8699951,13.495483596774193,13.495483596774193,9.73460077235746,11.882443790363167,14.084317038777082,47.06896551724138,96.70967741935485,159.9,36.000001,30.3000001,46.0000001,49.00000144,26.9,55.5000018,49.9000002,2.0,7.0,4.0,7.0,5.0,10.0,9.0,94.5,109.9,109.9,109.9,109.9,109.9,104.3,82.70964674193549,83.96217463333333,88.15495717872054,86.33809422580644,82.52470203783581,79.95361709677418,83.46551167821215,87.0,3.0,283.0
144,2009,108,28.0,41.0,98.03220919375664,2.6054464734941662,114.0,11.083,54.233,-1,1.642019987,171.8699951,17.32903205851613,17.32903205851613,9.699546445841603,11.80948401672008,14.01394162027859,37.21428571428572,83.80645161290323,211.16666666666663,55.9000004,33.1000003,43.3000003,26.1000001,40.3,39.0,4.4,8.0,8.0,6.0,7.0,6.0,6.0,1.0,61.600002,94.0,109.9,109.9,109.9,109.9,68.8,85.89026858064516,85.0900055002213,88.75685938709678,86.66783806730308,88.07216992750502,85.82495022580645,80.36866743333333,84.0,2.0,283.0
148,2003,108,4.0,17.0,97.90864085880716,2.645316585444487,113.0,10.833,54.25,38,0.0,180.0,18.451612603225808,18.451612603225808,9.6980089507393,11.809322970770443,14.015198187732675,55.25,110.90322580645162,180.9333333333333,100.4000015,85.20000034,23.3,49.8000006,8.0,15.0,40.5,13.0,8.0,4.0,11.0,1.0,3.0,6.0,110.6,110.6,110.6,110.6,110.6,110.6,100.4,84.73973938709678,89.70568224999599,82.8588150917868,89.51355938426974,87.61147416703838,80.56233106451613,73.10883463333333,99.0,3.0,257.0
148,2007,100,45.0,58.0,97.89850478559056,2.203394350615121,110.0,10.833,54.25,38,0.0,180.0,11.183870748387095,11.183870748387095,9.6980089507393,11.809322970770443,14.015198187732675,36.17857142857143,115.12903225806453,198.8,42.8000003,43.0000001,50.8000013,118.9000005,82.90000119999999,52.8000013,2.4000001,7.0,7.0,8.0,16.0,11.0,9.0,0.0,85.3,110.6,110.6,110.6,110.6,110.6,65.3,86.70223377419356,86.3523123,86.59096870967741,83.88177887096774,87.64688690165053,84.46135880645161,75.45866713333334,42.0,0.0,293.0
148,2009,99,24.0,37.0,97.51329348972357,2.1417598923228685,113.0,10.833,54.25,38,0.0,180.0,17.265161026774194,17.265161026774194,9.6980089507393,11.809322970770443,14.015198187732675,37.17857142857143,83.0,210.96666666666667,61.60000044,33.7000004,44.0000005,29.10000044,41.6,50.0000002,2.5,7.0,6.0,4.0,7.0,6.0,8.0,1.0,82.5,110.6,110.6,110.6,110.6,110.6,71.3,86.82100716129032,85.95380589999999,89.13814711407515,87.48616799647806,88.51683402531046,85.81902958064516,80.34305626666666,84.0,2.0,282.0
148,2010,102,18.0,31.0,97.42096437835843,2.059770365994009,119.0,10.833,54.25,38,0.0,180.0,23.34225776883871,23.34225776883871,9.6980089507393,11.809322970770443,14.015198187732675,35.535714285714285,95.90322580645162,180.0,69.60000004,112.0000007,54.6000013,62.1000005,52.5000004,29.3000002,17.00000014,12.0,18.0,8.0,9.0,9.0,5.0,4.0,54.600002,110.6,110.6,110.6,110.6,110.6,84.8,81.78710619354838,89.42095058197452,89.93920722580646,89.50264032258065,89.04183371428572,83.35770106451614,77.4962788,70.0,8.0,279.0
148,2011,98,17.0,30.0,97.39006175442232,2.284521820918612,110.0,10.833,54.25,38,0.0,180.0,15.672257934935482,15.672257934935482,9.6980089507393,11.809322970770443,14.015198187732675,43.85714285714285,103.4516129032258,193.96666666666667,69.30000030000001,163.2000018,54.5,43.5000002,77.90000004,13.10000004,7.3000001,9.0,17.0,6.0,7.0,5.0,3.0,1.0,108.8,110.6,110.6,110.6,110.6,110.6,74.3,84.69416606451612,89.34356023333333,90.06899436514472,92.2645716567618,80.6091897142857,82.87859112672284,78.57616759999999,86.0,6.0,282.0
152,1995,115,17.0,30.0,97.81529694513635,3.2778761384545394,110.0,10.817,54.1,13,2.076669931,153.4349976,17.898064198064517,17.898064198064517,9.711528217597008,11.810739908558212,14.004149560256334,44.035714285714285,97.74193548387096,158.53333333333333,47.2000011,53.7000006,105.4000018,104.80000024,65.70000124,50.7000016,35.900001,6.0,8.0,13.0,12.0,9.0,9.0,7.0,107.0,110.6,110.6,110.6,110.6,110.6,100.3,79.54059451612903,87.07584148680644,89.4632870967742,86.96881689437906,83.50785814285715,78.78580725806451,77.9016675,74.0,2.0,290.0
